responses,question_order,trial_type,trial_index,rt,time_elapsed,condition,response,prompt,color_rgb,concept,time_finished,rowID,color_index,concept_category,subject_id,workerID,tmp1,tmp1.1,tmp3,Unnamed: 20,Unnamed: 21
,,image-slider-responseMAS,213,2544.5,949928,,0.2925,train,96c58c,automobiles,1.64904E+12,183462,39,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,214,3969.6,954903,,0.9925,train,777777,automobiles,1.64904E+12,183463,26,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,215,3232.9,959139,,0.1975,train,f7a75a,automobiles,1.64904E+12,183464,60,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,216,8492.2,968638,,0.22,train,ea1d1d,automobiles,1.64904E+12,183465,62,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,217,2187.9,971831,,0.23,train,e31b73,automobiles,1.64904E+12,183466,34,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,218,2207.8,975044,,0.2325,train,a06776,automobiles,1.64904E+12,183467,31,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,219,4011.4,980061,,0.2375,train,184415,automobiles,1.64904E+12,183468,37,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,220,2970.3,984037,,0.2425,train,2f6ef6,automobiles,1.64904E+12,183469,0,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,221,2438.5,987481,,0.2425,train,73cf10,automobiles,1.64904E+12,183470,64,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,222,2708.4,991191,,0.2275,train,a8664b,automobiles,1.64904E+12,183471,46,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,223,1706.7,993904,,0.2975,train,3b8378,automobiles,1.64904E+12,183472,21,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,224,1699.9,996608,,0.2525,train,b62ef2,automobiles,1.64904E+12,183473,3,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,225,2553.7,1000170,,0.2575,train,cc4f1b,automobiles,1.64904E+12,183474,61,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,155,4630,684681,,0.58,train,c94e4b,automobiles,1.64904E+12,183777,48,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,156,2200,687883,,0.2025,train,fcdb42,automobiles,1.64904E+12,183778,69,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,157,2332,691218,,0.41,train,a0bae6,automobiles,1.64904E+12,183779,13,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,158,2014,694235,,0.125,train,db1f9d,automobiles,1.64904E+12,183780,19,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,159,2291,697528,,0.3975,train,ac6619,automobiles,1.64904E+12,183781,59,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,160,1720,700250,,0.6025,train,3b8378,automobiles,1.64904E+12,183782,21,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,161,1415,702667,,0.155,train,cd26c7,automobiles,1.64904E+12,183783,9,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,162,3223,706892,,0.48,train,a2eade,automobiles,1.64904E+12,183784,23,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,163,2552,710446,,0.63,train,077acc,automobiles,1.64904E+12,183785,4,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,164,2814,714262,,0.165,train,b8509e,automobiles,1.64904E+12,183786,18,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,165,7003,722269,,0.62,train,96c58c,automobiles,1.64904E+12,183787,39,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,166,1963,725234,,0.7025,train,73f5b0,automobiles,1.64904E+12,183788,36,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,167,2087,728323,,0.3725,train,d5a9e4,automobiles,1.64904E+12,183789,16,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,168,1681,731006,,0.245,train,a06776,automobiles,1.64904E+12,183790,31,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,169,1559,733568,,-0.0125,train,b62ef2,automobiles,1.64904E+12,183791,3,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,170,3027,737597,,0.385,train,f1a78a,automobiles,1.64904E+12,183792,47,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,171,2797,741395,,0.695,train,184415,automobiles,1.64904E+12,183793,37,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,172,1996,744394,,1.01,train,443b14,automobiles,1.64904E+12,183794,41,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,173,2391,747787,,0.2425,train,cc4f1b,automobiles,1.64904E+12,183795,61,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,174,2110,750899,,0.435,train,a8664b,automobiles,1.64904E+12,183796,46,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,175,2420,754320,,0.06,train,a553c8,automobiles,1.64904E+12,183797,8,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,176,4622,759945,,0.555,train,d0b85a,automobiles,1.64904E+12,183798,57,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,177,1742,762690,,0.3725,train,512d5f,automobiles,1.64904E+12,183799,14,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,178,1891,765583,,0.4925,train,90689f,automobiles,1.64904E+12,183800,15,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,179,2912,769497,,0.6175,train,2e3086,automobiles,1.64904E+12,183801,5,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,180,4358,774858,,1.0075,train,3b3b3b,automobiles,1.64904E+12,183802,25,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,181,1821,777681,,-0.0025,train,e31b73,automobiles,1.64904E+12,183803,34,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,182,6722,785406,,0.575,train,4dc7e8,automobiles,1.64904E+12,183804,10,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,183,2058,788468,,0.0675,train,600b84,automobiles,1.64904E+12,183805,7,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,184,1941,791411,,0.605,train,632b14,automobiles,1.64904E+12,183806,45,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,185,2001,794416,,0.1875,train,d5b811,automobiles,1.64904E+12,183807,68,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,186,1965,797383,,0.5275,train,dddddd,automobiles,1.64904E+12,183808,29,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,187,1710,800096,,0.2275,train,fba714,automobiles,1.64904E+12,183809,70,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,188,1783,802881,,0.2875,train,d0e942,automobiles,1.64904E+12,183810,67,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,189,2097,805981,,0.4725,train,f7db7c,automobiles,1.64904E+12,183811,58,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,190,1872,808855,,0.43,train,baeaaf,automobiles,1.64904E+12,183812,40,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,191,3181,813039,,0.56,train,b9b9b9,automobiles,1.64904E+12,183813,27,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,192,2486,816527,,0.06,train,9af443,automobiles,1.64904E+12,183814,65,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,193,1998,819527,,0.3325,train,2f6ef6,automobiles,1.64904E+12,183815,0,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,194,1509,822038,,0.285,train,c8e97d,automobiles,1.64904E+12,183816,55,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,195,2052,825092,,0.4025,train,c34f74,automobiles,1.64904E+12,183817,33,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,196,1751,827844,,0.6425,train,1c3d61,automobiles,1.64904E+12,183818,11,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,197,1391,830239,,0.3775,train,f7a75a,automobiles,1.64904E+12,183819,60,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,198,1945,833187,,0.615,train,3518ad,automobiles,1.64904E+12,183820,1,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,199,1882,836072,,0.4075,train,5e2b3a,automobiles,1.64904E+12,183821,30,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,200,1809,838883,,0.3,train,e81a4b,automobiles,1.64904E+12,183822,49,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,201,2020,841905,,0.9925,train,0,automobiles,1.64904E+12,183823,24,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,202,2879,845788,,0.135,train,3efe44,automobiles,1.64904E+12,183824,63,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,203,1754,848546,,0.2775,train,ea1d1d,automobiles,1.64904E+12,183825,62,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,204,2129,851678,,0.565,train,73cf10,automobiles,1.64904E+12,183826,64,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,205,2246,854927,,0.35,train,72005e,automobiles,1.64904E+12,183827,17,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,206,1901,857831,,0.285,train,4bcf8e,automobiles,1.64904E+12,183828,35,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,207,2478,861311,,0.56,train,746bca,automobiles,1.64904E+12,183829,6,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,208,8329,870644,,0.515,train,39f6e0,automobiles,1.64904E+12,183830,20,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,209,2755,874402,,0.5275,train,7ec6ba,automobiles,1.64904E+12,183831,22,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,210,2516,877920,,0.595,train,e6a8b7,automobiles,1.64904E+12,183832,32,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,211,1796,880719,,0.5675,train,897618,automobiles,1.64904E+12,183833,56,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,212,2601,884322,,0.4075,train,eddcad,automobiles,1.64904E+12,183834,44,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,213,3815,889140,,0.5625,train,0e8a19,automobiles,1.64904E+12,183835,50,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,214,3163,893306,,0.5275,train,a3c55b,automobiles,1.64904E+12,183836,54,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,215,1865,896174,,0.525,train,8cf47e,automobiles,1.64904E+12,183837,52,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,216,2419,899596,,0.5425,train,67cf5c,automobiles,1.64904E+12,183838,51,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,217,2840,903438,,0.5525,train,608218,automobiles,1.64904E+12,183839,53,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,218,3901,908341,,0.5225,train,83764c,automobiles,1.64904E+12,183840,42,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,219,6507,915851,,0.5225,train,c7b88b,automobiles,1.64904E+12,183841,43,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,220,2973,919827,,1.0075,train,777777,automobiles,1.64904E+12,183842,26,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,221,2245,923075,,0.52,train,ffffff,automobiles,1.64904E+12,183843,28,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,222,1923,926000,,0.5825,train,55824d,automobiles,1.64904E+12,183844,38,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,223,2065,929067,,0.305,train,8558f4,automobiles,1.64904E+12,183845,2,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,224,1454,931523,,-0.0025,train,aac510,automobiles,1.64904E+12,183846,66,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,225,2104,934629,,0.565,train,5e78a1,automobiles,1.64904E+12,183847,12,,1u71mj5sjydfwxf6jhsb,70999,,,,,
,,image-slider-responseMAS,155,3830.3,523595,,-0.005,train,600b84,automobiles,1.64904E+12,184150,7,,bletqps17sm0t6oxrtyo,70218,,,,,
,,image-slider-responseMAS,156,1465.4,526075,,0.0025,train,73f5b0,automobiles,1.64904E+12,184151,36,,bletqps17sm0t6oxrtyo,70218,,,,,
,,image-slider-responseMAS,157,1390.9,528482,,0.685,train,fcdb42,automobiles,1.64904E+12,184152,69,,bletqps17sm0t6oxrtyo,70218,,,,,
,,image-slider-responseMAS,158,1049.7,530549,,0.0825,train,746bca,automobiles,1.64904E+12,184153,6,,bletqps17sm0t6oxrtyo,70218,,,,,
,,image-slider-responseMAS,159,1957.9,533510,,0.9325,train,184415,automobiles,1.64904E+12,184154,37,,bletqps17sm0t6oxrtyo,70218,,,,,
,,image-slider-responseMAS,160,1322.7,535838,,-0.005,train,8558f4,automobiles,1.64904E+12,184155,2,,bletqps17sm0t6oxrtyo,70218,,,,,
,,image-slider-responseMAS,161,1246.5,538093,,-0.01,train,7ec6ba,automobiles,1.64904E+12,184156,22,,bletqps17sm0t6oxrtyo,70218,,,,,
,,image-slider-responseMAS,162,1602.8,540705,,0.6275,train,aac510,automobiles,1.64904E+12,184157,66,,bletqps17sm0t6oxrtyo,70218,,,,,
,,image-slider-responseMAS,163,2028.5,543738,,1.0075,train,b9b9b9,automobiles,1.64904E+12,184158,27,,bletqps17sm0t6oxrtyo,70218,,,,,
,,image-slider-responseMAS,164,1386.4,546129,,0.9975,train,897618,automobiles,1.64904E+12,184159,56,,bletqps17sm0t6oxrtyo,70218,,,,,
,,image-slider-responseMAS,165,2368.9,549510,,0.01,train,b8509e,automobiles,1.64904E+12,184160,18,,bletqps17sm0t6oxrtyo,70218,,,,,
,,image-slider-responseMAS,166,1391.9,551904,,0.995,train,3b3b3b,automobiles,1.64904E+12,184161,25,,bletqps17sm0t6oxrtyo,70218,,,,,
,,image-slider-responseMAS,167,1474.9,554383,,0.035,train,fba714,automobiles,1.64904E+12,184162,70,,bletqps17sm0t6oxrtyo,70218,,,,,
,,image-slider-responseMAS,168,2379.8,557774,,0.59,train,ac6619,automobiles,1.64904E+12,184163,59,,bletqps17sm0t6oxrtyo,70218,,,,,
,,image-slider-responseMAS,169,1381.7,560169,,0.0025,train,3b8378,automobiles,1.64904E+12,184164,21,,bletqps17sm0t6oxrtyo,70218,,,,,
,,image-slider-responseMAS,170,1601,562774,,0.0025,train,2f6ef6,automobiles,1.64904E+12,184165,0,,bletqps17sm0t6oxrtyo,70218,,,,,
,,image-slider-responseMAS,171,2720.4,566497,,0.8725,train,5e2b3a,automobiles,1.64904E+12,184166,30,,bletqps17sm0t6oxrtyo,70218,,,,,
,,image-slider-responseMAS,172,1224.2,568724,,0.005,train,077acc,automobiles,1.64904E+12,184167,4,,bletqps17sm0t6oxrtyo,70218,,,,,
,,image-slider-responseMAS,173,1482,571212,,1.0075,train,632b14,automobiles,1.64904E+12,184168,45,,bletqps17sm0t6oxrtyo,70218,,,,,
,,image-slider-responseMAS,174,2540.8,574756,,1.015,train,a8664b,automobiles,1.64904E+12,184169,46,,bletqps17sm0t6oxrtyo,70218,,,,,
,,image-slider-responseMAS,175,1448.9,577222,,0.0025,train,c94e4b,automobiles,1.64904E+12,184170,48,,bletqps17sm0t6oxrtyo,70218,,,,,
,,image-slider-responseMAS,176,1961.7,580189,,-0.005,train,e31b73,automobiles,1.64904E+12,184171,34,,bletqps17sm0t6oxrtyo,70218,,,,,
,,image-slider-responseMAS,177,2946.4,584138,,0,train,4bcf8e,automobiles,1.64904E+12,184172,35,,bletqps17sm0t6oxrtyo,70218,,,,,
,,image-slider-responseMAS,178,1607.4,586749,,0.845,train,777777,automobiles,1.64904E+12,184173,26,,bletqps17sm0t6oxrtyo,70218,,,,,
,,image-slider-responseMAS,179,2102.6,589858,,0.025,train,a0bae6,automobiles,1.64904E+12,184174,13,,bletqps17sm0t6oxrtyo,70218,,,,,
,,image-slider-responseMAS,180,2089.6,592950,,0.8575,train,83764c,automobiles,1.64904E+12,184175,42,,bletqps17sm0t6oxrtyo,70218,,,,,
,,image-slider-responseMAS,181,1794.8,595762,,0.6075,train,a06776,automobiles,1.64904E+12,184176,31,,bletqps17sm0t6oxrtyo,70218,,,,,
,,image-slider-responseMAS,182,1248.4,598014,,-0.005,train,b62ef2,automobiles,1.64904E+12,184177,3,,bletqps17sm0t6oxrtyo,70218,,,,,
,,image-slider-responseMAS,183,1170.5,600188,,0.01,train,d5a9e4,automobiles,1.64904E+12,184178,16,,bletqps17sm0t6oxrtyo,70218,,,,,
,,image-slider-responseMAS,184,1535.7,602726,,0.58,train,f7a75a,automobiles,1.64904E+12,184179,60,,bletqps17sm0t6oxrtyo,70218,,,,,
